DOCUMENTOASSOCIADO;BI;EXCEL
4-89083849177;2;1
4-89087662371;2;1
4-89146497361;2;1
4-89149421008;2;1
4-89169060532;2;1
4-89169322140;2;1
4-89172760589;2;1
4-89216311047;2;1
4-89278687583;2;1
4-89285983424;2;1
4-89286537219;2;1
4-89291208176;2;1
4-89292321865;2;1
4-89320740016;2;1
4-89323427617;2;1
4-89330949458;2;1
4-89710575065;2;1
4-89717136717;2;1
4-89774661487;2;1
4-89776725492;2;1
4-89782380537;2;1
4-89782703904;2;1
4-89785245032;2;1
4-89791316134;2;1
4-89793129930;2;1
4-89802718955;2;1
4-89856175302;2;1
4-89863218160;2;1
4-89864634887;2;1
4-89871060667;2;1
4-89871093838;2;1
4-89903781195;2;1
4-89904635014;2;1
4-89909168251;2;1
4-89909254976;2;1
4-89921889820;2;1
4-89928565883;2;1
4-89934284659;2;1
4-89936587209;2;1
4-89951410323;2;1
4-90036045485;2;1
4-90036227894;2;1
4-90039869486;2;1
4-90056571425;2;1
4-90058819106;2;1
4-90059889887;2;1
4-90066954398;2;1
4-90074240828;2;1
4-90084004904;2;1
4-90085469736;2;1
4-90104202917;2;1
4-90136267485;2;1
4-90142554024;2;1
4-90145105757;2;1
4-90145893905;2;1
4-90149234809;2;1
4-90158677253;2;1
4-90168497411;2;1
4-90169661963;2;1
4-90170315911;2;1
4-90172057897;2;1
4-90179600411;2;1
4-90182794509;2;1
4-90191700368;2;1
4-90192013092;2;1
4-90199426415;2;1
4-90203680187;2;1
4-90210270912;2;1
4-90210848902;2;1
4-90211025362;2;1
4-90212096467;2;1
4-90214968501;2;1
4-90218299565;2;1
4-90219599530;2;1
4-90221323218;2;1
4-90226687937;2;1
4-90227722618;2;1
4-90229177132;2;1
4-90233335810;2;1
4-90281840206;2;1
4-90298462562;2;1
4-90302697490;2;1
4-90304113421;2;1
4-90307948870;2;1
4-90310693939;2;1
4-90321450802;2;1
4-90323584215;2;1
4-90325908609;2;1
4-90331219781;2;1
4-90333986961;2;1
4-90336777180;2;1
4-90339746242;2;1
4-90350731253;2;1
4-90351381017;2;1
4-90353954750;2;1
4-90394648953;2;1
4-90400345657;2;1
4-90405758143;2;1
4-90406740569;2;1
4-90409737815;2;1
4-90411271110;2;1
4-90426017403;2;1
4-90429824902;2;1
4-90435343924;2;1
4-90474827683;2;1
4-90610522486;2;1
4-90614486147;2;1
4-90623207060;2;1
4-90627423751;2;1
4-90632951832;2;1
4-90640570926;2;1
4-90645384779;2;1
4-90658984124;2;1
4-90661627769;2;1
4-90664566940;2;1
4-90664800490;2;1
4-90667204364;2;1
4-90671339702;2;1
4-90674499665;2;1
4-90680201101;2;1
4-90687862697;2;1
4-90688325410;2;1
4-90693565186;2;1
4-90696174410;2;1
4-90698204484;2;1
4-90698783890;2;1
4-90702662073;2;1
4-90703561112;2;1
4-90703732747;2;1
4-90705239918;2;1
4-90707517229;2;1
4-90710425230;2;1
4-90717377748;2;1
4-90722953133;2;1
4-90741690403;2;1
4-90796428707;2;1
4-90802196560;2;1
4-90802662040;2;1
4-90803502458;2;1
4-90803859696;2;1
4-90806521846;2;1
4-90812472851;2;1
4-90813349138;2;1
4-90816843311;2;1
4-90822541902;2;1
4-90823916979;2;1
4-90825458000;2;1
4-90832358312;2;1
4-90840382948;2;1
4-90847539008;2;1
4-90848228067;2;1
4-90850641255;2;1
4-90850877481;2;1
4-90852516031;2;1
4-90853718445;2;1
4-90854140261;2;1
4-90854394749;2;1
4-90854497153;2;1
4-90862370935;2;1
4-90863218796;2;1
4-90863625946;2;1
4-90869137493;2;1
4-90871555550;2;1
4-90872940582;2;1
4-90882417471;2;1
4-90884281608;2;1
4-90884560063;2;1
4-90885946327;2;1
4-90887383731;2;1
4-90887753984;2;1
4-90893765689;2;1
4-90904729859;2;1
4-90974012377;2;1
4-90979542994;2;1
4-90981378551;2;1
4-90981765109;2;1
4-90984409053;2;1
4-90986044056;2;1
4-90987064269;2;1
4-90990875916;2;1
4-90992950457;2;1
4-91000086306;2;1
4-91000265492;2;1
4-91000845295;2;1
4-91002982511;2;1
4-91005215232;2;1
4-91008977683;2;1
4-91010508921;2;1
4-91010520211;2;1
4-91012752449;2;1
4-91015960363;2;1
4-91017182745;2;1
4-91018819544;2;1
4-91022941557;2;1
4-91023835883;2;1
4-91029335565;2;1
4-91029999939;2;1
4-91030484507;2;1
4-91036409278;2;1
4-91038069601;2;1
4-91038916536;2;1
4-91039411326;2;1
4-91042978196;2;1
4-91043600975;2;1
4-91043673865;2;1
4-91046562262;2;1
4-91048553329;2;1
4-91051684439;2;1
4-91051727501;2;1
4-91053005913;2;1
4-91058171306;2;1
4-91088564961;2;1
4-91091045869;2;1
4-91094442160;2;1
4-91098394074;2;1
4-91100506782;2;1
4-91103505557;2;1
4-91103980382;2;1
4-91104709351;2;1
4-91110454438;2;1
4-91110806972;2;1
4-91112301282;2;1
4-91112314411;2;1
4-91112384912;2;1
4-91113363891;2;1
4-91115242157;2;1
4-91115799231;2;1
4-91116044189;2;1
4-91117765845;2;1
4-91117928588;2;1
4-91117996896;2;1
4-91118365088;2;1
4-91120842251;2;1
4-91129081539;2;1
4-91131022733;2;1
4-91132026493;2;1
4-91134453079;2;1
4-91134937069;2;1
4-91135161837;2;1
4-91136186383;2;1
4-91136250417;2;1
4-91136332635;2;1
4-91136993836;2;1
4-91138588300;2;1
4-91138780277;2;1
4-91139649141;2;1
4-91141106191;2;1
4-91142127968;2;1
4-91146726033;2;1
4-91147066750;2;1
4-91147170175;2;1
4-91148194735;2;1
4-91148740491;2;1
4-91149564168;2;1
4-91150450936;2;1
4-91151001908;2;1
4-91153073676;2;1
4-91155605467;2;1
4-91156091455;2;1
4-91156955084;2;1
4-91159112305;2;1
4-91161445974;2;1
4-91164763233;2;1
4-91167119964;2;1
4-91170204789;2;1
4-91171216007;2;1
4-91171905051;2;1
4-91204688562;2;1
4-91209002710;2;1
4-91210909497;2;1
4-91218073089;2;1
4-91221309959;2;1
4-91223988131;2;1
4-91224034834;2;1
4-91224753375;2;1
4-91228977287;2;1
4-91231871391;2;1
4-91231951121;2;1
4-91232555213;2;1
4-91235179544;2;1
4-91235576093;2;1
4-91236327563;2;1
4-91240555532;2;1
4-91243681217;2;1
4-91243906385;2;1
4-91243975850;2;1
4-91244944935;2;1
4-91246033661;2;1
4-91246465409;2;1
4-91247306778;2;1
4-91251531258;2;1
4-91252026996;2;1
4-91252309388;2;1
4-91253614975;2;1
4-91254749129;2;1
4-91255629712;2;1
4-91256168989;2;1
4-91260028179;2;1
4-91260163547;2;1
4-91261367170;2;1
4-91261660016;2;1
4-91262662328;2;1
4-91262706114;2;1
4-91263228561;2;1
4-91263438759;2;1
4-91263612521;2;1
4-91265009974;2;1
4-91266894022;2;1
4-91267486651;2;1
4-91267633627;2;1
4-91267701829;2;1
4-91269573689;2;1
4-91269592411;2;1
4-91270004368;2;1
4-91271657308;2;1
4-91271940867;2;1
4-91272697866;2;1
4-91280181413;2;1
4-91281674025;2;1
4-91281685294;2;1
4-91284608393;2;1
4-91286598962;2;1
4-91291080772;2;1
4-91311732350;2;1
4-91314514259;2;1
4-91317882434;2;1
4-91324116773;2;1
4-91326482261;2;1
4-91326520894;2;1
4-91327077823;2;1
4-91328659069;2;1
4-91329210322;2;1
4-91329355030;2;1
4-91330206373;2;1
4-91332077037;2;1
4-91332091926;2;1
4-91332294778;2;1
4-91332862704;2;1
4-91337232801;2;1
4-91337673729;2;1
4-91338984525;2;1
4-91340395386;2;1
4-91340420518;2;1
4-91343092431;2;1
4-91350969575;2;1
4-91352617719;2;1
4-91353799130;2;1
4-91354450878;2;1
4-91362148789;2;1
4-91376730140;2;1
4-91379151510;2;1
4-91392885488;2;1
4-91397790736;2;1
4-91461717062;2;1
4-91464241897;2;1
4-91467105228;2;1
4-91467995447;2;1
4-91469729568;2;1
4-91471623344;2;1
4-91474302631;2;1
4-91478674220;2;1
4-91479829824;2;1
4-91481560264;2;1
4-91486848249;2;1
4-91489728520;2;1
4-91491935954;2;1
4-91494055079;2;1
4-91495429644;2;1
4-91497020184;2;1
4-91498423086;2;1
4-91502018284;2;1
4-91503029797;2;1
4-91503127796;2;1
4-91503896622;2;1
4-91505673719;2;1
4-91506201374;2;1
4-91506596633;2;1
4-91507412939;2;1
4-91508215215;2;1
4-91509509832;2;1
4-91510118130;2;1
4-91515997654;2;1
4-91517629300;2;1
4-91519240173;2;1
4-91519671448;2;1
4-91522483167;2;1
4-91523048675;2;1
4-91523399435;2;1
4-91524704527;2;1
4-91524834169;2;1
4-91524975401;2;1
4-91525878621;2;1
4-91526701583;2;1
4-91528977870;2;1
4-91529495444;2;1
4-91529730660;2;1
4-91531236512;2;1
4-91531527194;2;1
4-91534784088;2;1
4-91535474273;2;1
4-91535916901;2;1
4-91537145830;2;1
4-91543396799;2;1
4-91543675579;2;1
4-91544064949;2;1
4-91544827634;2;1
4-91545188379;2;1
4-91585003980;2;1
4-91585045183;2;1
4-91585303036;2;1
4-91587156748;2;1
4-91588918222;2;1
4-91589955493;2;1
4-91591533482;2;1
4-91595968151;2;1
4-91596453492;2;1
4-91597378433;2;1
4-91598751616;2;1
4-91598955040;2;1
4-91600925756;2;1
4-91603480716;2;1
4-91603920598;2;1
4-91604495648;2;1
4-91606840692;2;1
4-91607520766;2;1
4-91610465468;2;1
4-91611210742;2;1
4-91611986579;2;1
4-91612534079;2;1
4-91613352693;2;1
4-91614145199;2;1
4-91616112571;2;1
4-91616419153;2;1
4-91616479719;2;1
4-91617124864;2;1
4-91620470331;2;1
4-91620661581;2;1
4-91624104599;2;1
4-91624238663;2;1
4-91624478220;2;1
4-91625400133;2;1
4-91625401063;2;1
4-91625410845;2;1
4-91625749113;2;1
4-91627558939;2;1
4-91628248417;2;1
4-91628295955;2;1
4-91628480572;2;1
4-91630511928;2;1
4-91630805200;2;1
4-91631905908;2;1
4-91633107209;2;1
4-91633850410;2;1
4-91635591858;2;1
4-91635624804;2;1
4-91635785588;2;1
4-91636429293;2;1
4-91638446024;2;1
4-91638721984;2;1
4-91638820775;2;1
4-91639225360;2;1
4-91639233238;2;1
4-91640344971;2;1
4-91641203268;2;1
4-91642240589;2;1
4-91642311352;2;1
4-91644245596;2;1
4-91645619799;2;1
4-91645727151;2;1
4-91647410320;2;1
4-91648611508;2;1
4-91649723757;2;1
4-91649830439;2;1
4-91650926942;2;1
4-91651310390;2;1
4-91652252416;2;1
4-91653042707;2;1
4-91657580585;2;1
4-91667904543;2;1
4-91712803194;2;1
4-91716064652;2;1
4-91716312981;2;1
4-91716434199;2;1
4-91716601184;2;1
4-91717466756;2;1
4-91719157602;2;1
4-91719236268;2;1
4-91720696352;2;1
4-91721045437;2;1
4-91723423258;2;1
4-91724315302;2;1
4-91725416968;2;1
4-91726368315;2;1
4-91727502362;2;1
4-91727612024;2;1
4-91730535608;2;1
4-91730624402;2;1
4-91733741664;2;1
4-91736299696;2;1
4-91737096997;2;1
4-91738351927;2;1
4-91738542864;2;1
4-91739025204;2;1
4-91739898606;2;1
4-91740594360;2;1
4-91741968946;2;1
4-91743781338;2;1
4-91744591170;2;1
4-91746091384;2;1
4-91750355297;2;1
4-91752055390;2;1
4-91752088296;2;1
4-91752540582;2;1
4-91753300216;2;1
4-91754065658;2;1
4-91755279954;2;1
4-91757252289;2;1
4-91758419580;2;1
4-91765872601;2;1
4-91766661583;2;1
4-91771882452;2;1
4-91772519522;2;1
4-91773493714;2;1
4-91776055591;2;1
